,good_matches_day,good_matches_num,bad_matches_day,bad_matches_num,date,time
843,[],0,"['多', '赚']",2,03-25 00:00,03-25
844,[],0,[],0,03-25 00:50,03-25
845,['利空'],1,[],0,03-25 01:17,03-25
846,[],0,[],0,03-25 04:06,03-25
847,['利空'],1,['利好'],1,03-25 04:07,03-25
848,"['利空', '暴跌']",2,"['利好', '涨']",2,03-25 06:31,03-25
849,[],0,[],0,03-25 06:55,03-25
850,[],0,[],0,03-25 07:19,03-25
851,[],0,[],0,03-25 07:29,03-25
852,[],0,[],0,03-25 08:22,03-25
853,['流出'],1,[],0,03-25 08:22,03-25
854,[],0,[],0,03-25 08:25,03-25
855,[],0,[],0,03-25 08:42,03-25
856,['流出'],1,"['增加', '流入', '涨幅']",3,03-25 08:42,03-25
857,[],0,[],0,03-25 08:42,03-25
858,[],0,[],0,03-25 08:42,03-25
859,[],0,[],0,03-25 08:42,03-25
860,['亏'],1,[],0,03-25 08:48,03-25
861,[],0,[],0,03-25 08:57,03-25
862,[],0,[],0,03-25 08:57,03-25
863,[],0,[],0,03-25 08:57,03-25
864,[],0,[],0,03-25 08:57,03-25
865,[],0,[],0,03-25 08:57,03-25
866,[],0,[],0,03-25 09:15,03-25
867,['跌'],1,[],0,03-25 09:22,03-25
868,[],0,[],0,03-25 09:25,03-25
869,[],0,[],0,03-25 09:25,03-25
870,[],0,[],0,03-25 09:25,03-25
871,[],0,[],0,03-25 09:26,03-25
872,['被套'],1,[],0,03-25 09:28,03-25
873,[],0,[],0,03-25 09:28,03-25
874,['跌停'],1,[],0,03-25 09:28,03-25
875,[],0,[],0,03-25 09:29,03-25
876,[],0,[],0,03-25 09:30,03-25
877,['跌'],1,['涨'],1,03-25 09:30,03-25
878,[],0,[],0,03-25 09:30,03-25
879,[],0,[],0,03-25 09:30,03-25
880,[],0,[],0,03-25 09:30,03-25
881,[],0,[],0,03-25 09:30,03-25
882,[],0,[],0,03-25 09:31,03-25
883,[],0,[],0,03-25 09:33,03-25
884,[],0,[],0,03-25 09:34,03-25
885,[],0,[],0,03-25 09:34,03-25
886,[],0,[],0,03-25 09:35,03-25
887,[],0,[],0,03-25 09:36,03-25
888,[],0,[],0,03-25 09:36,03-25
889,['跌停'],1,[],0,03-25 09:38,03-25
890,['大跌'],1,[],0,03-25 09:38,03-25
891,[],0,[],0,03-25 09:39,03-25
892,[],0,[],0,03-25 09:40,03-25
893,[],0,[],0,03-25 09:41,03-25
894,['砸'],1,[],0,03-25 09:41,03-25
895,[],0,[],0,03-25 09:41,03-25
896,[],0,[],0,03-25 09:42,03-25
897,['卖'],1,['买'],1,03-25 09:42,03-25
898,['砸'],1,[],0,03-25 09:42,03-25
899,['流出'],1,[],0,03-25 09:42,03-25
900,[],0,[],0,03-25 09:44,03-25
901,[],0,[],0,03-25 09:44,03-25
902,[],0,[],0,03-25 09:44,03-25
903,[],0,[],0,03-25 09:44,03-25
904,[],0,[],0,03-25 09:45,03-25
905,[],0,[],0,03-25 09:45,03-25
906,['下跌'],1,[],0,03-25 09:46,03-25
907,[],0,[],0,03-25 09:47,03-25
908,[],0,[],0,03-25 09:47,03-25
909,[],0,[],0,03-25 09:49,03-25
910,['跌'],1,[],0,03-25 09:49,03-25
911,[],0,[],0,03-25 09:49,03-25
912,[],0,[],0,03-25 09:50,03-25
913,[],0,[],0,03-25 09:51,03-25
914,['砸'],1,[],0,03-25 09:52,03-25
915,[],0,[],0,03-25 09:52,03-25
916,[],0,[],0,03-25 09:54,03-25
917,[],0,[],0,03-25 09:54,03-25
918,[],0,[],0,03-25 09:55,03-25
919,[],0,[],0,03-25 09:56,03-25
920,[],0,[],0,03-25 09:56,03-25
921,[],0,[],0,03-25 09:56,03-25
922,[],0,['利好'],1,03-25 09:56,03-25
923,[],0,[],0,03-25 09:57,03-25
924,[],0,['买'],1,03-25 09:57,03-25
925,[],0,[],0,03-25 09:57,03-25
926,['流出'],1,[],0,03-25 09:58,03-25
927,[],0,[],0,03-25 10:02,03-25
928,[],0,[],0,03-25 10:03,03-25
929,[],0,['补'],1,03-25 10:03,03-25
930,['下跌'],1,[],0,03-25 10:06,03-25
931,[],0,[],0,03-25 10:06,03-25
932,[],0,[],0,03-25 10:08,03-25
933,[],0,[],0,03-25 10:08,03-25
934,['跌'],1,['利好'],1,03-25 10:09,03-25
935,[],0,[],0,03-25 10:09,03-25
936,[],0,[],0,03-25 10:12,03-25
937,['跌'],1,[],0,03-25 10:13,03-25
938,[],0,['买'],1,03-25 10:13,03-25
939,['跌'],1,['赚'],1,03-25 10:14,03-25
940,[],0,[],0,03-25 10:15,03-25
941,[],0,[],0,03-25 10:15,03-25
942,[],0,[],0,03-25 10:16,03-25
943,['跌'],1,['买'],1,03-25 10:16,03-25
944,['砸'],1,[],0,03-25 10:16,03-25
945,[],0,['买'],1,03-25 10:18,03-25
946,[],0,[],0,03-25 10:19,03-25
947,[],0,[],0,03-25 10:20,03-25
948,[],0,[],0,03-25 10:22,03-25
949,['跌'],1,[],0,03-25 10:23,03-25
950,[],0,[],0,03-25 10:23,03-25
951,['流出'],1,[],0,03-25 10:24,03-25
952,[],0,[],0,03-25 10:26,03-25
953,[],0,[],0,03-25 10:26,03-25
954,[],0,[],0,03-25 10:26,03-25
955,[],0,['涨'],1,03-25 10:27,03-25
956,[],0,[],0,03-25 10:27,03-25
957,[],0,[],0,03-25 10:27,03-25
958,[],0,['赚'],1,03-25 10:27,03-25
959,[],0,[],0,03-25 10:29,03-25
960,"['跌', '跌']",2,[],0,03-25 10:32,03-25
961,[],0,['买'],1,03-25 10:35,03-25
962,[],0,[],0,03-25 10:37,03-25
963,[],0,[],0,03-25 10:37,03-25
964,[],0,"['大涨', '买']",2,03-25 10:38,03-25
965,[],0,[],0,03-25 10:39,03-25
966,[],0,[],0,03-25 10:39,03-25
967,['跌'],1,[],0,03-25 10:40,03-25
968,[],0,[],0,03-25 10:40,03-25
969,[],0,[],0,03-25 10:42,03-25
970,[],0,"['涨', '涨', '涨', '涨']",4,03-25 10:42,03-25
971,[],0,[],0,03-25 10:47,03-25
972,[],0,[],0,03-25 10:48,03-25
973,[],0,[],0,03-25 10:48,03-25
974,['卖'],1,['买'],1,03-25 10:50,03-25
975,[],0,[],0,03-25 10:51,03-25
976,[],0,[],0,03-25 10:51,03-25
977,['卖'],1,[],0,03-25 10:52,03-25
978,[],0,[],0,03-25 10:55,03-25
979,[],0,[],0,03-25 10:56,03-25
980,[],0,[],0,03-25 10:57,03-25
981,[],0,[],0,03-25 10:57,03-25
982,[],0,[],0,03-25 10:58,03-25
983,['砸'],1,[],0,03-25 10:58,03-25
984,[],0,[],0,03-25 10:59,03-25
985,[],0,[],0,03-25 11:02,03-25
986,['跌停'],1,[],0,03-25 11:02,03-25
987,[],0,[],0,03-25 11:07,03-25
988,[],0,[],0,03-25 11:07,03-25
989,[],0,[],0,03-25 11:08,03-25
990,[],0,[],0,03-25 11:09,03-25
991,[],0,[],0,03-25 11:09,03-25
992,[],0,['买'],1,03-25 11:10,03-25
993,['垃圾'],1,[],0,03-25 11:12,03-25
994,"['大跌', '跌']",2,"['大涨', '涨']",2,03-25 11:13,03-25
995,['跌'],1,[],0,03-25 11:14,03-25
996,[],0,[],0,03-25 11:16,03-25
997,[],0,[],0,03-25 11:18,03-25
998,[],0,[],0,03-25 11:19,03-25
999,[],0,[],0,03-25 11:20,03-25
1000,['流出'],1,[],0,03-25 11:20,03-25
1001,[],0,[],0,03-25 11:21,03-25
1002,[],0,[],0,03-25 11:21,03-25
1003,[],0,[],0,03-25 11:24,03-25
1004,[],0,[],0,03-25 11:25,03-25
1005,[],0,[],0,03-25 11:26,03-25
1006,[],0,['涨'],1,03-25 11:26,03-25
1007,['亏'],1,[],0,03-25 11:27,03-25
1008,[],0,[],0,03-25 11:31,03-25
1009,[],0,['大涨'],1,03-25 11:35,03-25
1010,[],0,[],0,03-25 11:36,03-25
1011,[],0,[],0,03-25 11:41,03-25
1012,[],0,[],0,03-25 11:43,03-25
1013,[],0,[],0,03-25 11:45,03-25
1014,[],0,[],0,03-25 11:48,03-25
1015,[],0,[],0,03-25 11:50,03-25
1016,[],0,[],0,03-25 11:50,03-25
1017,[],0,['盈利'],1,03-25 11:53,03-25
1018,[],0,[],0,03-25 11:54,03-25
1019,[],0,['入场'],1,03-25 11:57,03-25
1020,[],0,[],0,03-25 12:10,03-25
1021,[],0,[],0,03-25 12:10,03-25
1022,[],0,[],0,03-25 12:14,03-25
1023,[],0,[],0,03-25 12:14,03-25
1024,[],0,['利好'],1,03-25 12:17,03-25
1025,['下跌'],1,[],0,03-25 12:20,03-25
1026,[],0,[],0,03-25 12:21,03-25
1027,"['亏了', '下跌']",2,"['拉升', '买']",2,03-25 12:21,03-25
1028,[],0,[],0,03-25 12:27,03-25
1029,[],0,[],0,03-25 12:30,03-25
1030,['大跌'],1,[],0,03-25 12:30,03-25
1031,['跌'],1,[],0,03-25 12:32,03-25
1032,[],0,[],0,03-25 12:34,03-25
1033,[],0,[],0,03-25 12:36,03-25
1034,[],0,['买'],1,03-25 12:37,03-25
1035,[],0,[],0,03-25 12:38,03-25
1036,"['下跌', '空头']",2,['金叉'],1,03-25 12:38,03-25
1037,[],0,['利好'],1,03-25 12:39,03-25
1038,[],0,[],0,03-25 12:39,03-25
1039,[],0,[],0,03-25 12:40,03-25
1040,[],0,[],0,03-25 12:40,03-25
1041,"['跌', '出货', '跌']",3,"['涨', '涨']",2,03-25 12:40,03-25
1042,"['跌', '跌']",2,[],0,03-25 12:40,03-25
1043,[],0,[],0,03-25 12:50,03-25
1044,"['下跌', '亏']",2,[],0,03-25 12:55,03-25
1045,[],0,[],0,03-25 12:56,03-25
1046,['下跌'],1,"['涨', '拉升', '上涨']",3,03-25 12:56,03-25
1047,[],0,[],0,03-25 12:57,03-25
1048,['空'],1,['买'],1,03-25 12:58,03-25
1049,[],0,[],0,03-25 12:59,03-25
1050,['垃圾'],1,[],0,03-25 12:59,03-25
1051,['下跌'],1,['上涨'],1,03-25 12:59,03-25
1052,[],0,"['涨', '涨']",2,03-25 13:00,03-25
1053,[],0,[],0,03-25 13:08,03-25
1054,[],0,['入场'],1,03-25 13:13,03-25
1055,[],0,[],0,03-25 13:13,03-25
1056,[],0,[],0,03-25 13:15,03-25
1057,['跌'],1,[],0,03-25 13:15,03-25
1058,[],0,['买'],1,03-25 13:17,03-25
1059,[],0,[],0,03-25 13:18,03-25
1060,"['下跌', '跌', '垃圾']",3,[],0,03-25 13:19,03-25
1061,['利空'],1,[],0,03-25 13:19,03-25
1062,['卖'],1,['涨'],1,03-25 13:19,03-25
1063,[],0,[],0,03-25 13:21,03-25
1064,['跌'],1,[],0,03-25 13:25,03-25
1065,[],0,[],0,03-25 13:26,03-25
1066,[],0,[],0,03-25 13:33,03-25
1067,[],0,[],0,03-25 13:34,03-25
1068,[],0,[],0,03-25 13:35,03-25
1069,[],0,[],0,03-25 13:36,03-25
1070,[],0,[],0,03-25 13:37,03-25
1071,"['砸', '砸', '砸', '砸']",4,[],0,03-25 13:39,03-25
1072,[],0,[],0,03-25 13:42,03-25
1073,[],0,['多'],1,03-25 13:44,03-25
1074,[],0,[],0,03-25 13:44,03-25
1075,[],0,[],0,03-25 13:49,03-25
1076,[],0,[],0,03-25 13:49,03-25
1077,[],0,['买'],1,03-25 13:52,03-25
1078,[],0,['上涨'],1,03-25 13:53,03-25
1079,[],0,[],0,03-25 13:54,03-25
1080,[],0,['增加'],1,03-25 13:59,03-25
1081,['跌'],1,[],0,03-25 14:01,03-25
1082,['被套'],1,[],0,03-25 14:02,03-25
1083,[],0,[],0,03-25 14:03,03-25
1084,[],0,[],0,03-25 14:06,03-25
1085,[],0,[],0,03-25 14:15,03-25
1086,"['深套', '割肉', '被套']",3,['盈利'],1,03-25 14:17,03-25
1087,[],0,[],0,03-25 14:20,03-25
1088,[],0,[],0,03-25 14:20,03-25
1089,[],0,[],0,03-25 14:22,03-25
1090,[],0,[],0,03-25 14:23,03-25
1091,[],0,[],0,03-25 14:25,03-25
1092,['利空'],1,[],0,03-25 14:27,03-25
1093,"['流出', '砸', '砸']",3,[],0,03-25 14:29,03-25
1094,['垃圾'],1,[],0,03-25 14:30,03-25
1095,[],0,[],0,03-25 14:31,03-25
1096,[],0,[],0,03-25 14:31,03-25
1097,[],0,[],0,03-25 14:34,03-25
1098,[],0,[],0,03-25 14:36,03-25
1099,['高开低走'],1,[],0,03-25 14:36,03-25
1100,[],0,[],0,03-25 14:36,03-25
1101,[],0,[],0,03-25 14:37,03-25
1102,['跌'],1,[],0,03-25 14:40,03-25
1103,[],0,['买'],1,03-25 14:41,03-25
1104,[],0,[],0,03-25 14:47,03-25
1105,[],0,[],0,03-25 14:48,03-25
1106,['跌停'],1,[],0,03-25 14:49,03-25
1107,[],0,[],0,03-25 14:49,03-25
1108,[],0,[],0,03-25 14:51,03-25
1109,[],0,[],0,03-25 14:52,03-25
1110,['亏钱'],1,[],0,03-25 14:54,03-25
1111,[],0,[],0,03-25 14:58,03-25
1112,[],0,[],0,03-25 14:58,03-25
1113,[],0,[],0,03-25 14:58,03-25
1114,[],0,['开放'],1,03-25 14:58,03-25
1115,['空'],1,[],0,03-25 15:00,03-25
1116,['跌'],1,[],0,03-25 15:00,03-25
1117,[],0,[],0,03-25 15:01,03-25
1118,[],0,[],0,03-25 15:01,03-25
1119,[],0,['多'],1,03-25 15:06,03-25
1120,[],0,[],0,03-25 15:07,03-25
1121,[],0,[],0,03-25 15:07,03-25
1122,['被套'],1,[],0,03-25 15:08,03-25
1123,[],0,[],0,03-25 15:10,03-25
1124,[],0,[],0,03-25 15:11,03-25
1125,[],0,[],0,03-25 15:12,03-25
1126,[],0,[],0,03-25 15:14,03-25
1127,[],0,[],0,03-25 15:14,03-25
1128,"['砸', '下跌', '出货']",3,[],0,03-25 15:15,03-25
1129,[],0,[],0,03-25 15:15,03-25
1130,['亏钱'],1,['盈利'],1,03-25 15:17,03-25
1131,[],0,[],0,03-25 15:17,03-25
1132,[],0,[],0,03-25 15:18,03-25
1133,[],0,[],0,03-25 15:20,03-25
1134,['割肉'],1,['买'],1,03-25 15:23,03-25
1135,[],0,[],0,03-25 15:23,03-25
1136,[],0,[],0,03-25 15:25,03-25
1137,[],0,[],0,03-25 15:27,03-25
1138,[],0,[],0,03-25 15:30,03-25
1139,[],0,[],0,03-25 15:31,03-25
1140,[],0,['买'],1,03-25 15:32,03-25
1141,[],0,[],0,03-25 15:41,03-25
1142,"['跌', '亏']",2,"['涨', '赚']",2,03-25 15:41,03-25
1143,"['跌', '跌']",2,"['涨', '买']",2,03-25 15:41,03-25
1144,[],0,[],0,03-25 15:46,03-25
1145,[],0,[],0,03-25 16:00,03-25
1146,[],0,[],0,03-25 16:05,03-25
1147,[],0,[],0,03-25 16:09,03-25
1148,[],0,[],0,03-25 16:09,03-25
1149,[],0,[],0,03-25 16:13,03-25
1150,['跌'],1,[],0,03-25 16:14,03-25
1151,[],0,[],0,03-25 16:14,03-25
1152,['下跌'],1,[],0,03-25 16:14,03-25
1153,[],0,[],0,03-25 16:15,03-25
1154,[],0,[],0,03-25 16:15,03-25
1155,['做空'],1,['赚'],1,03-25 16:16,03-25
1156,['被套'],1,[],0,03-25 16:19,03-25
1157,[],0,[],0,03-25 16:19,03-25
1158,"['空头', '下跌']",2,[],0,03-25 16:20,03-25
1159,['流出'],1,[],0,03-25 16:21,03-25
1160,[],0,[],0,03-25 16:26,03-25
1161,[],0,[],0,03-25 16:29,03-25
1162,[],0,[],0,03-25 16:51,03-25
1163,[],0,[],0,03-25 16:58,03-25
1164,[],0,['看多'],1,03-25 16:59,03-25
1165,[],0,['多'],1,03-25 17:00,03-25
1166,[],0,[],0,03-25 17:01,03-25
1167,['跌停'],1,[],0,03-25 17:02,03-25
1168,[],0,[],0,03-25 17:09,03-25
1169,[],0,[],0,03-25 17:12,03-25
1170,[],0,[],0,03-25 17:14,03-25
1171,['空头'],1,[],0,03-25 17:15,03-25
1172,['卖'],1,"['多', '上涨']",2,03-25 17:16,03-25
1173,[],0,[],0,03-25 17:23,03-25
1174,[],0,[],0,03-25 17:28,03-25
1175,[],0,[],0,03-25 17:29,03-25
1176,['跌停'],1,[],0,03-25 17:32,03-25
1177,[],0,[],0,03-25 17:42,03-25
1178,"['下跌', '下跌']",2,['大阳线'],1,03-25 18:18,03-25
1179,[],0,[],0,03-25 18:21,03-25
1180,['下跌'],1,[],0,03-25 18:26,03-25
1181,[],0,[],0,03-25 18:27,03-25
1182,[],0,['买'],1,03-25 18:46,03-25
1183,[],0,[],0,03-25 18:52,03-25
1184,[],0,[],0,03-25 18:55,03-25
1185,['下跌'],1,[],0,03-25 18:58,03-25
1186,['流出'],1,[],0,03-25 19:01,03-25
1187,['垃圾'],1,[],0,03-25 19:05,03-25
1188,[],0,[],0,03-25 19:07,03-25
1189,[],0,[],0,03-25 19:13,03-25
1190,[],0,[],0,03-25 19:14,03-25
1191,[],0,[],0,03-25 19:16,03-25
1192,[],0,"['盈利', '多']",2,03-25 19:16,03-25
1193,"['跌', '跌']",2,[],0,03-25 19:20,03-25
1194,[],0,['买'],1,03-25 19:21,03-25
1195,[],0,[],0,03-25 19:23,03-25
1196,[],0,['多'],1,03-25 19:28,03-25
1197,[],0,['看多'],1,03-25 19:31,03-25
1198,['被套'],1,[],0,03-25 19:36,03-25
1199,[],0,[],0,03-25 19:38,03-25
1200,[],0,[],0,03-25 19:39,03-25
1201,[],0,[],0,03-25 19:43,03-25
1202,[],0,[],0,03-25 19:46,03-25
1203,['跌'],1,[],0,03-25 19:47,03-25
1204,[],0,[],0,03-25 19:51,03-25
1205,[],0,[],0,03-25 19:55,03-25
1206,[],0,[],0,03-25 19:56,03-25
1207,[],0,[],0,03-25 20:06,03-25
1208,[],0,[],0,03-25 20:06,03-25
1209,[],0,[],0,03-25 20:11,03-25
1210,[],0,[],0,03-25 20:22,03-25
1211,[],0,[],0,03-25 20:31,03-25
1212,[],0,[],0,03-25 20:31,03-25
1213,[],0,['买'],1,03-25 20:37,03-25
1214,[],0,[],0,03-25 20:38,03-25
1215,['砸'],1,[],0,03-25 20:43,03-25
1216,['亏'],1,['买'],1,03-25 21:13,03-25
1217,[],0,[],0,03-25 21:14,03-25
1218,[],0,[],0,03-25 21:17,03-25
1219,[],0,[],0,03-25 21:17,03-25
1220,[],0,[],0,03-25 21:23,03-25
1221,[],0,[],0,03-25 21:37,03-25
1222,[],0,[],0,03-25 21:40,03-25
1223,['利空'],1,[],0,03-25 21:51,03-25
1224,[],0,['买'],1,03-25 22:17,03-25
1225,[],0,[],0,03-25 22:59,03-25
1226,['跌'],1,['买'],1,03-25 23:10,03-25
1227,[],0,[],0,03-25 23:11,03-25
1228,[],0,[],0,03-25 23:59,03-25
1229,[],0,['多'],1,03-26 00:19,03-26
1230,[],0,[],0,03-26 00:44,03-26
1231,[],0,[],0,03-26 05:37,03-26
1232,[],0,[],0,03-26 06:46,03-26
1233,[],0,[],0,03-26 07:18,03-26
1234,[],0,[],0,03-26 07:27,03-26
1235,[],0,[],0,03-26 07:30,03-26
1236,[],0,[],0,03-26 07:32,03-26
1237,[],0,[],0,03-26 07:53,03-26
1238,[],0,[],0,03-26 07:59,03-26
1239,[],0,[],0,03-26 08:05,03-26
1240,['下跌'],1,[],0,03-26 08:37,03-26
1241,[],0,[],0,03-26 08:40,03-26
1242,[],0,[],0,03-26 08:47,03-26
1243,[],0,"['利好', '利好']",2,03-26 08:51,03-26
1244,[],0,[],0,03-26 08:53,03-26
1245,[],0,[],0,03-26 08:53,03-26
1246,['下跌'],1,[],0,03-26 08:57,03-26
1247,[],0,[],0,03-26 08:58,03-26
1248,[],0,[],0,03-26 09:03,03-26
1249,[],0,[],0,03-26 09:06,03-26
1250,"['砸', '砸']",2,[],0,03-26 09:07,03-26
1251,"['跌', '卖']",2,[],0,03-26 09:07,03-26
1252,[],0,['大涨'],1,03-26 09:09,03-26
1253,[],0,[],0,03-26 09:22,03-26
1254,[],0,['涨'],1,03-26 09:23,03-26
1255,[],0,[],0,03-26 09:24,03-26
1256,['下跌'],1,"['盈利', '涨']",2,03-26 09:25,03-26
1257,[],0,[],0,03-26 09:27,03-26
1258,[],0,[],0,03-26 09:28,03-26
1259,[],0,[],0,03-26 09:33,03-26
1260,[],0,[],0,03-26 09:33,03-26
1261,[],0,[],0,03-26 09:33,03-26
1262,[],0,[],0,03-26 09:34,03-26
1263,[],0,[],0,03-26 09:34,03-26
1264,[],0,[],0,03-26 09:35,03-26
1265,[],0,[],0,03-26 09:36,03-26
1266,['砸'],1,[],0,03-26 09:36,03-26
1267,[],0,['多'],1,03-26 09:37,03-26
1268,['亏'],1,"['多', '买', '买', '买']",4,03-26 09:38,03-26
1269,[],0,['上涨'],1,03-26 09:39,03-26
1270,['砸'],1,[],0,03-26 09:40,03-26
1271,['砸'],1,[],0,03-26 09:41,03-26
1272,['下跌'],1,['上涨'],1,03-26 09:41,03-26
1273,[],0,[],0,03-26 09:42,03-26
1274,[],0,[],0,03-26 09:42,03-26
1275,['卖'],1,[],0,03-26 09:43,03-26
1276,[],0,[],0,03-26 09:43,03-26
1277,['阴跌'],1,[],0,03-26 09:43,03-26
1278,['跌'],1,['涨'],1,03-26 09:43,03-26
1279,[],0,[],0,03-26 09:45,03-26
1280,[],0,[],0,03-26 09:45,03-26
1281,[],0,['多'],1,03-26 09:46,03-26
1282,['跌'],1,[],0,03-26 09:46,03-26
1283,[],0,[],0,03-26 09:47,03-26
1284,['砸'],1,"['多头', '涨']",2,03-26 09:47,03-26
1285,['砸'],1,[],0,03-26 09:49,03-26
1286,[],0,[],0,03-26 09:55,03-26
1287,[],0,[],0,03-26 09:55,03-26
1288,[],0,[],0,03-26 09:56,03-26
1289,[],0,[],0,03-26 09:59,03-26
1290,[],0,[],0,03-26 10:00,03-26
1291,[],0,[],0,03-26 10:00,03-26
1292,[],0,[],0,03-26 10:00,03-26
1293,[],0,['涨'],1,03-26 10:00,03-26
1294,[],0,[],0,03-26 10:00,03-26
1295,[],0,[],0,03-26 10:01,03-26
1296,[],0,[],0,03-26 10:01,03-26
1297,[],0,[],0,03-26 10:02,03-26
1298,[],0,[],0,03-26 10:02,03-26
1299,[],0,[],0,03-26 10:04,03-26
1300,[],0,[],0,03-26 10:04,03-26
1301,[],0,[],0,03-26 10:05,03-26
1302,[],0,[],0,03-26 10:06,03-26
1303,[],0,['涨'],1,03-26 10:06,03-26
1304,['垃圾'],1,[],0,03-26 10:07,03-26
1305,"['砸', '跌']",2,['多'],1,03-26 10:07,03-26
1306,[],0,[],0,03-26 10:07,03-26
1307,[],0,[],0,03-26 10:07,03-26
1308,[],0,[],0,03-26 10:08,03-26
1309,[],0,[],0,03-26 10:08,03-26
1310,[],0,['多'],1,03-26 10:08,03-26
1311,[],0,[],0,03-26 10:08,03-26
1312,[],0,[],0,03-26 10:08,03-26
1313,[],0,[],0,03-26 10:10,03-26
1314,[],0,[],0,03-26 10:11,03-26
1315,[],0,[],0,03-26 10:12,03-26
1316,[],0,[],0,03-26 10:12,03-26
1317,['垃圾'],1,[],0,03-26 10:12,03-26
1318,['空头'],1,"['多头', '拉升']",2,03-26 10:16,03-26
1319,[],0,['买'],1,03-26 10:16,03-26
1320,[],0,[],0,03-26 10:16,03-26
1321,['跌'],1,['买'],1,03-26 10:17,03-26
1322,[],0,[],0,03-26 10:17,03-26
1323,['卖'],1,[],0,03-26 10:17,03-26
1324,['跌'],1,[],0,03-26 10:19,03-26
1325,[],0,[],0,03-26 10:20,03-26
1326,[],0,[],0,03-26 10:20,03-26
1327,[],0,[],0,03-26 10:22,03-26
1328,[],0,[],0,03-26 10:23,03-26
1329,['跌'],1,[],0,03-26 10:24,03-26
1330,[],0,[],0,03-26 10:25,03-26
1331,['做空'],1,[],0,03-26 10:25,03-26
1332,[],0,[],0,03-26 10:28,03-26
1333,[],0,[],0,03-26 10:29,03-26
1334,[],0,[],0,03-26 10:31,03-26
1335,['空头'],1,['多头'],1,03-26 10:32,03-26
1336,[],0,[],0,03-26 10:33,03-26
1337,"['深套', '跌']",2,['涨'],1,03-26 10:35,03-26
1338,[],0,[],0,03-26 10:35,03-26
1339,[],0,[],0,03-26 10:35,03-26
1340,[],0,[],0,03-26 10:36,03-26
1341,[],0,[],0,03-26 10:36,03-26
1342,[],0,[],0,03-26 10:36,03-26
1343,[],0,[],0,03-26 10:37,03-26
1344,[],0,[],0,03-26 10:37,03-26
1345,[],0,['赚'],1,03-26 10:39,03-26
1346,[],0,[],0,03-26 10:40,03-26
1347,[],0,[],0,03-26 10:43,03-26
1348,['抛售'],1,[],0,03-26 10:45,03-26
1349,[],0,[],0,03-26 10:47,03-26
1350,"['卖', '卖']",2,[],0,03-26 10:48,03-26
1351,[],0,['多'],1,03-26 10:50,03-26
1352,[],0,['涨'],1,03-26 10:51,03-26
1353,[],0,['涨'],1,03-26 10:52,03-26
1354,"['下跌', '跌', '跌', '跌', '跌', '跌']",6,[],0,03-26 10:53,03-26
1355,[],0,[],0,03-26 10:53,03-26
1356,[],0,[],0,03-26 10:53,03-26
1357,[],0,[],0,03-26 10:54,03-26
1358,"['流出', '看跌']",2,[],0,03-26 10:55,03-26
1359,[],0,[],0,03-26 10:57,03-26
1360,"['下跌', '下跌']",2,"['买', '买', '买']",3,03-26 10:58,03-26
1361,[],0,[],0,03-26 11:00,03-26
1362,['跌'],1,['多'],1,03-26 11:00,03-26
1363,['跌'],1,['买'],1,03-26 11:00,03-26
1364,['砸'],1,[],0,03-26 11:01,03-26
1365,[],0,['买'],1,03-26 11:03,03-26
1366,[],0,['买'],1,03-26 11:07,03-26
1367,[],0,[],0,03-26 11:08,03-26
1368,[],0,[],0,03-26 11:08,03-26
1369,[],0,[],0,03-26 11:08,03-26
1370,[],0,[],0,03-26 11:08,03-26
1371,"['下跌', '下跌']",2,['上涨'],1,03-26 11:08,03-26
1372,['大跌'],1,['多'],1,03-26 11:09,03-26
1373,[],0,['多'],1,03-26 11:09,03-26
1374,['割肉'],1,[],0,03-26 11:09,03-26
1375,['做空'],1,[],0,03-26 11:09,03-26
1376,[],0,[],0,03-26 11:10,03-26
1377,[],0,['多'],1,03-26 11:12,03-26
1378,[],0,[],0,03-26 11:12,03-26
1379,[],0,[],0,03-26 11:12,03-26
1380,[],0,[],0,03-26 11:12,03-26
1381,[],0,['买'],1,03-26 11:13,03-26
1382,[],0,[],0,03-26 11:14,03-26
1383,[],0,[],0,03-26 11:14,03-26
1384,[],0,[],0,03-26 11:14,03-26
1385,[],0,[],0,03-26 11:16,03-26
1386,[],0,['多头'],1,03-26 11:18,03-26
1387,"['跌', '跌']",2,[],0,03-26 11:20,03-26
1388,['下跌'],1,[],0,03-26 11:22,03-26
1389,[],0,[],0,03-26 11:22,03-26
1390,[],0,[],0,03-26 11:23,03-26
1391,[],0,[],0,03-26 11:24,03-26
1392,['下跌'],1,['多'],1,03-26 11:24,03-26
1393,[],0,['涨'],1,03-26 11:25,03-26
1394,[],0,[],0,03-26 11:26,03-26
1395,[],0,[],0,03-26 11:28,03-26
1396,[],0,[],0,03-26 11:34,03-26
1397,[],0,[],0,03-26 11:37,03-26
1398,['流出'],1,[],0,03-26 11:42,03-26
1399,[],0,[],0,03-26 11:42,03-26
1400,[],0,['买'],1,03-26 11:45,03-26
1401,[],0,[],0,03-26 11:47,03-26
1402,['跌'],1,[],0,03-26 11:49,03-26
1403,[],0,[],0,03-26 11:51,03-26
1404,[],0,['买'],1,03-26 12:03,03-26
1405,[],0,[],0,03-26 12:10,03-26
1406,[],0,[],0,03-26 12:13,03-26
1407,[],0,[],0,03-26 12:16,03-26
1408,[],0,[],0,03-26 12:23,03-26
